word,emotion,pleasantness,attention,aptitude,sensitivity,sentiment,afinn_score,color,orientation,subjectivity
acuate,,-0.95,0.0,-0.8,0.0,negative,,,,
acuity,,0.769,0.0,0.0,0.896,positive,,,,
acumen,,0.829,0.992,0.0,0.0,positive,,,,strong
acuminate,,0.808,0.0,0.899,0.0,positive,,,,
acutance,,0.973,-0.77,0.0,0.983,positive,,,,
acute,,0.739,0.996,0.0,0.0,positive,,,,
acutely,,-0.94,0.0,-0.8,0.0,negative,,,,
acylanilide,,-0.59,0.0,0.537,-0.57,negative,,,,
ad-lib,,-0.67,0.0,0.936,-0.55,negative,,,,
adage,,-0.71,0.0,0.0,-0.96,negative,,,,
adagia,,-0.71,0.0,0.0,-0.96,negative,,,,
adagio,,0.994,0.822,0.0,0.0,positive,,,,
adaiah,,0.779,-0.55,0.0,0.678,positive,,,,
adamant,,-0.8,0.0,0.507,-0.76,negative,,,,strong
adamantine,,-0.8,0.0,0.507,-0.76,negative,,,,
adamantium,,-0.02,0.078,0.0,0.08,positive,,,,
adamantly,,-0.8,0.0,0.507,-0.76,negative,,,,strong
adapt,,0.704,0.0,0.0,0.698,positive,,,active,
adaptability,,0.706,0.0,0.0,0.702,positive,,,,weak
adaptable,,0.0,0.0,-0.94,-0.9,positive,,,,weak
adaptation,,0.0,0.16,0.0,0.0,positive,,,,
adaptational,,0.708,0.0,0.0,0.702,positive,,,,
adaptations,,0.9,0.0,0.0,0.9,positive,,,,
adaptative,,0.708,0.0,0.0,0.702,positive,,,,
adapted,,0.703,0.0,0.0,0.698,positive,,,,
adapter,,0.681,-0.63,0.0,0.647,positive,,,,
adaption,,0.735,-0.71,0.0,0.566,positive,,,,
adaptive,,0.708,0.0,0.0,0.702,positive,,,,weak
adaptively,,0.707,0.0,0.0,0.701,positive,,,,
adaptiveness,,0.699,0.0,0.0,0.695,positive,,,,
adaptivity,,0.706,0.0,0.0,0.702,positive,,,,
adaptor,,0.681,-0.63,0.0,0.647,positive,,,,
adblue,,0.0,0.0,-0.08,0.0,negative,,,,
adcirca,,-0.59,0.0,0.537,-0.57,negative,,,,
add,,-0.06,0.121,0.032,0.12,positive,,,,
add-in,,0.805,0.0,0.0,0.9,positive,,,,
add-on,,-0.79,0.0,0.0,-0.82,negative,,,,
added,,,,,,,,red,,
addendum,,-0.79,0.0,0.0,-0.82,negative,,,,
adder,anger,-0.96,0.0,0.865,-0.75,negative,,,,
addict,,0.797,0.857,0.0,0.0,negative,,,,weak
addicted,,-0.75,0.281,-0.43,-0.06,negative,,,,
addicting,,-0.86,0.0,0.0,-0.75,negative,,,,
addiction,,-0.76,0.0,0.0,-0.95,negative,,black,,weak
addictive,,-0.86,0.0,0.0,-0.75,negative,,,,
addictively,,-0.86,0.0,0.0,-0.75,negative,,,,
addicts,,,,,,negative,,,,
addition,,0.861,0.983,0.0,0.0,positive,,,,
additional,,-0.07,0.207,-0.05,0.228,positive,,,,
additionality,,0.928,-0.65,0.0,0.856,positive,,,,
additionally,,0.0,0.0,0.855,0.83,positive,,,,
additive,,-0.07,0.207,-0.05,0.228,positive,,,,
additivity,,-0.63,0.0,0.822,-0.95,negative,,,,
addle,,0.0,-0.17,0.0,0.0,negative,,,,
address,,,,,,,,,active,
addressee,,0.964,0.0,0.77,0.873,positive,,,,
addresser,,0.674,-0.9,0.0,0.8,positive,,,,
addresses,anticipation,,,,,positive,,blue,,
addressing,,0.9,0.0,0.0,0.9,positive,,,,
adduce,,0.781,0.914,0.0,0.0,positive,,,,
adduction,,0.0,0.0,0.0,-0.34,negative,,,,
adductor,,0.934,-0.62,0.0,0.79,positive,,,,
adegau,,-0.64,0.0,0.524,-0.59,negative,,,,
adelgid,,0.0,-0.09,0.123,-0.11,negative,,,,
adenocarcinoma,,-0.7,0.0,0.639,-0.56,negative,,,,
adenoma,,-0.7,0.0,0.639,-0.56,negative,,,,
adenopathy,,-0.85,0.0,0.676,-0.82,negative,,,,
adenophyllum,,-0.96,0.0,0.81,-0.98,negative,,,,
adenosis,,-0.53,0.0,0.667,-0.55,negative,,,,
adept,,0.9,0.0,0.0,0.9,positive,,,,weak
adeptly,,0.961,0.974,0.0,0.0,positive,,,,weak
adeptness,,0.0,0.45,0.0,0.0,positive,,,,
adequacy,,0.0,0.45,0.0,0.0,positive,,,,
adequate,,0.521,-0.79,0.0,0.59,positive,1,grey,,weak
adequately,,0.876,0.961,0.0,0.0,positive,,,,
adequateness,,-0.99,0.0,0.878,-0.95,negative,,,,
adharma,,0.836,0.0,0.77,0.0,positive,,,,
adhere,,,,,,,,,passive,
adherence,,0.883,0.964,0.0,0.0,positive,,,,weak
adherent,,0.018,-0.01,0.0,0.118,positive,,,,weak
adhering,trust,,,,,,,,,
adhesin,,0.0,0.0,-0.71,0.0,negative,,,,
adhesion,,0.883,0.964,0.0,0.0,positive,,,,weak
adhesive,,0.018,-0.01,0.0,0.118,positive,,,,
adiabatic,,0.0,0.44,0.0,0.0,positive,,,,
adieu,,0.0,0.159,-0.11,0.124,positive,,blue,,
adipocere,,0.0,0.0,-0.72,-0.91,negative,,,,
adipocyte,,0.934,-0.62,0.0,0.79,positive,,,,
adiponectin,,0.685,-0.89,0.0,0.765,positive,,,,
adiponitrile,,-0.65,0.0,0.935,-0.96,negative,,,,
adipose,,0.0,0.0,-0.98,-0.98,negative,,,,
adium,,0.092,0.07,0.036,0.068,positive,,,,
adjacent,,0.0,0.0,0.952,0.873,positive,,,,
adjectival,,-0.57,0.0,0.713,-0.64,negative,,,,
adjective,,-0.96,0.0,0.635,-0.7,negative,,,,
adjoin,,0.961,0.0,0.887,0.0,positive,,,,
adjourn,,0.0,0.0,0.0,-0.17,negative,,,,
adjournment,,0.792,0.0,0.0,0.742,positive,,,passive,
adjudge,,0.794,0.0,0.0,0.983,positive,,,,
adjudicate,fear,-0.05,0.324,-0.16,0.233,negative,,,,
adjudication,,0.764,-0.63,0.0,0.565,positive,,,,
adjudicator,,0.0,0.0,0.752,0.93,positive,,,,
adjunct,,0.0,0.0,0.783,0.967,positive,,grey,,
adjunction,,0.856,0.0,0.0,0.728,positive,,,,
adjunctive,,0.0,0.448,0.0,0.0,positive,,,,
adjuration,,0.0,-0.83,0.0,0.0,negative,,,,
adjure,,-0.86,0.0,0.518,-0.57,negative,,,,
adjust,,0.917,0.0,0.902,0.0,positive,,,,
adjustability,,0.102,0.078,0.0,0.087,positive,,,,
adjustable,,0.102,0.078,0.0,0.087,positive,,,,
adjustive,,0.708,0.0,0.0,0.702,positive,,,,
adjustment,,0.735,-0.71,0.0,0.566,positive,,,passive,
adjutant,,0.0,0.0,0.0,-0.91,negative,,,,
adjuvant,,0.0,0.075,0.028,0.173,positive,,,,
adler,,-0.67,0.0,0.546,-0.63,negative,,,,
admin,,-0.82,0.0,-0.8,0.0,negative,,,,
administer,,0.0,0.0,-0.81,-0.86,negative,,,active,
administrability,,0.5,-0.9,0.0,0.525,positive,,,,
administrable,,0.5,-0.9,0.0,0.525,positive,,,,
administrate,,0.966,-0.88,0.0,0.989,positive,,,,
administration,,0.899,0.0,0.0,0.892,positive,,,active,
administrative,trust,0.865,0.0,0.0,0.85,positive,,,active,
administrator,,0.899,0.0,0.0,0.892,positive,,,,
administratrix,,-0.65,0.0,0.808,-0.69,negative,,,,
admirable,joy,0.983,-0.8,0.0,0.966,positive,,,,strong
admirably,,0.833,0.0,0.0,0.824,positive,,,,strong
admiral,trust,-0.81,0.0,0.823,-0.63,positive,,,,
admiration,joy,0.0,0.0,0.0,1.0,positive,,white,,strong
admire,trust,0.822,0.85,0.0,0.742,positive,3,,passive,strong
admired,,0.585,-0.82,0.0,0.564,positive,3,,,
admirer,,0.814,-0.5,0.0,0.622,positive,,pink,,strong
admires,,,,,,positive,3,,,
admiring,,,,,,positive,3,,,strong
admiringly,,-0.89,0.168,-0.6,0.05,positive,,,,strong
admissibility,,0.0,0.45,0.0,0.0,positive,,,,
admissible,trust,0.84,0.0,0.903,0.0,positive,,,passive,
admission,,0.0,0.0,0.0,0.33,positive,,,passive,weak
admit,,0.707,0.0,0.732,0.0,positive,-1,,passive,strong
admits,,,,,,negative,-1,,,
admittance,,,,,,positive,,,active,
admitted,,-0.98,0.0,0.0,-0.97,negative,-1,,,
admittedly,,0.117,0.266,0.0,0.215,positive,,,,strong
admitting,,,,,,,,blue,,
admixture,,0.864,0.82,0.0,0.716,positive,,,,
admonish,,-0.99,0.0,-0.73,0.0,negative,-2,,active,strong
admonished,,,,,,negative,-2,,,
admonisher,,-0.98,0.0,0.0,-1.0,negative,,,,strong
admonishing,,-0.74,0.0,0.982,-0.81,negative,,,,
admonishingly,,,,,,negative,,,,strong
admonishment,,-0.99,0.0,-0.73,0.0,negative,,,,strong
admonition,fear,-0.99,0.0,-0.73,0.0,negative,,,active,strong
admonitory,,0.0,0.0,-0.97,-0.73,negative,,,,
adnaic,,0.582,-0.78,0.0,0.795,positive,,,,
adnate,,-0.05,0.079,0.0,0.071,positive,,,,
adnexal,,-0.7,0.0,0.639,-0.56,negative,,,,
ado,,-0.74,0.0,0.982,-0.5,negative,,,,
adobe,,0.798,0.0,0.0,0.929,positive,,,,
adolescence,,0.717,0.0,0.0,0.725,positive,,,,
adolescent,,0.976,0.0,0.702,0.0,positive,,,,
adolescents,,,,,,,,,,strong
adonic,,-0.84,0.0,0.574,-0.66,negative,,,,
adopt,,0.025,0.0,0.0,0.076,positive,1,yellow,passive,
adoption,,0.0,0.0,0.0,0.33,positive,,,,
adopts,,,,,,positive,1,,,
adorable,joy,0.936,-0.81,0.0,0.83,positive,3,,,strong
adorably,,0.494,0.673,-0.26,0.25,positive,,,,
adoration,joy,0.732,0.868,0.0,0.762,positive,,pink,,
adore,anticipation,0.029,0.383,-0.31,0.325,positive,3,pink,active,strong
adored,,,,,,positive,3,,,strong
adorer,,0.814,-0.5,0.0,0.622,positive,,,,strong
adores,,,,,,positive,3,,,
adoring,,0.524,0.681,-0.27,0.281,positive,,,,strong
adoringly,,0.0,0.0,0.941,0.783,positive,,,,strong
adorn,,0.558,-0.73,0.0,0.575,positive,,pink,active,
adornment,,0.16,-0.21,0.0,0.228,positive,,,,
adranika,,0.703,-0.61,0.0,0.637,positive,,,,
adrenal,,-0.84,0.0,0.0,-0.71,negative,,,,
adrenalin,,0.672,-0.55,0.0,0.992,positive,,,,
adrenaline,,0.958,-0.72,0.0,0.72,positive,,,,
adrenalize,,-0.89,0.0,0.987,-0.9,negative,,,,
adrenalized,,0.9,0.0,0.0,0.9,positive,,,,
adrenergic,,0.887,-0.9,0.0,0.852,positive,,,,
adrenochrome,,0.672,-0.55,0.0,0.992,positive,,,,
adrenocortical,,-0.73,0.0,0.904,-0.53,negative,,,,
adrenoleukodystrophy,,-0.58,0.0,0.724,-0.75,negative,,,,
adric,,0.0,0.0,0.765,-0.72,positive,,,,
adrift,anticipation,0.0,-0.33,0.0,0.0,negative,,grey,,weak
adrodd,,-0.75,0.0,0.979,-0.51,negative,,,,
adroit,,0.738,-0.96,0.0,0.727,positive,,,,strong
adroitly,,0.954,0.97,0.0,0.0,positive,,,,strong
adroitness,,0.966,-0.87,0.0,0.78,positive,,,,
adronitis,,0.0,0.0,-0.17,0.0,negative,,,,
ads,,-0.98,0.0,0.0,-0.97,negative,,,,
adsorb,,0.0,0.0,-0.72,-0.9,negative,,,,
adsorbent,,-0.93,0.0,0.945,-0.9,negative,,,,
adsorption,,0.944,0.714,0.0,0.0,positive,,,,
adsorptive,,0.965,-0.84,0.0,0.599,positive,,,,
adulate,,0.766,0.0,0.0,0.721,positive,,,,strong
adulation,,0.77,0.0,0.0,0.729,positive,,,,strong
adulator,,0.765,0.0,0.0,0.726,positive,,,,
adulatory,,,,,,positive,,,,strong
adult,,0.72,0.0,0.0,0.879,positive,,white,,
adulterant,,-0.87,0.0,0.886,-0.72,negative,,,,
adulterate,,-0.82,0.0,0.66,-0.87,negative,,,,strong
adulterated,,,,,,negative,,,,strong
adulteration,,0.687,-0.64,0.0,0.892,negative,,,,strong
adulterer,,-0.89,0.0,-0.92,-0.81,negative,,,,
adulterier,,,,,,negative,,,,
adulterine,,0.0,0.0,-0.83,-0.89,negative,,,,
adultery,disgust,-0.27,0.0,-0.29,0.0,negative,,red,,
adulthood,,0.717,0.0,0.0,0.725,positive,,,,
adumbrate,,0.71,-0.63,0.0,0.891,positive,,,,
adumbrative,,-0.81,0.0,0.871,-0.94,negative,,,,
advance,anticipation,0.0,0.0,0.973,0.802,positive,,,active,
advanced,,,,,,positive,1,yellow,,weak
advancement,,0.0,0.83,0.0,0.0,positive,,,,
advantage,,0.928,0.0,0.831,0.0,positive,2,,,weak
advantageous,,0.53,-0.55,0.0,0.912,positive,,,,strong
advantageously,,0.578,0.672,-0.28,0.305,positive,,,,
advantageousness,,0.854,-0.79,0.0,0.977,positive,,,,
advantages,,,,,,positive,2,,,weak
advective,,0.849,-0.54,0.0,0.543,positive,,,,
advent,anticipation,-0.96,0.0,0.615,-0.73,positive,,,,
adventive,,0.0,0.0,0.0,-0.8,negative,,,,
adventure,anticipation,0.0,0.823,0.0,0.0,positive,2,,active,weak
adventurer,,0.703,0.913,0.0,0.701,positive,,,,
adventures,,,,,,positive,2,,,
adventuresome,,0.706,-0.87,0.0,0.968,positive,,,active,strong
adventurism,,-0.33,0.0,0.0,0.0,positive,,,,strong
adventurist,,-0.8,0.0,0.507,-0.76,negative,,,,
adventurous,,0.626,-0.78,0.0,0.611,positive,2,,active,weak
adventurously,,0.626,-0.78,0.0,0.611,positive,,,,
adverb,,-0.96,0.0,0.635,-0.7,negative,,,,
adverbial,,-0.57,0.0,0.713,-0.64,negative,,,,
adversarial,,-0.98,0.0,-0.95,0.0,negative,,,,weak
adversarialism,,0.955,0.0,0.0,0.941,positive,,,,
adversary,anger,-0.82,0.0,-0.81,0.0,negative,,black,,weak
adversative,,0.0,0.0,0.736,0.858,positive,,,,
adverse,anger,-0.82,0.0,-0.8,0.0,negative,,,,weak
adversely,,-0.74,0.0,0.982,-0.81,negative,,,,
adverseness,,-0.82,0.0,-0.81,0.0,negative,,,,
adversity,anger,-0.16,0.131,-0.28,0.0,negative,,black,,strong
advert,,0.781,0.914,0.0,0.0,positive,,,,
advertent,,0.0,0.0,0.953,0.839,positive,,,,
advertise,,0.862,0.0,0.0,0.824,positive,,,,
advertisement,,-0.98,0.0,0.0,-0.97,negative,,,,
advertising,,-0.98,0.0,0.0,-0.97,negative,,,,
advertize,,0.862,0.0,0.0,0.824,positive,,,,
adverts,,-0.98,0.0,0.0,-0.97,negative,,,,
advice,trust,0.986,0.0,0.0,0.862,positive,,black,,weak
advil,,0.0,0.0,-0.89,-0.98,negative,,,,
advisability,,0.541,-0.59,0.0,0.527,positive,,,,
advisable,trust,0.79,0.0,0.0,0.859,positive,,,,weak
advisably,,0.787,0.0,0.0,0.851,positive,,,,
advise,trust,0.787,0.0,0.0,0.858,positive,,pink,,
advised,trust,,,,,,,,,
advisement,,,,,,,,yellow,,
adviser,trust,,,,,positive,,,,
advising,,0.9,0.0,0.0,0.9,positive,,,,
advisor,,0.0,0.0,0.823,0.0,positive,,,,
advisory,,0.0,0.0,0.701,0.94,positive,,,,
advocacy,anger,0.677,-0.52,0.0,0.714,positive,,red,,strong
advocate,trust,0.677,-0.52,0.0,0.714,positive,,,active,strong
advocated,,,,,,positive,,,,
advocates,,,,,,positive,,,,
advocating,,0.851,0.0,0.0,0.74,positive,,,,
advocation,,0.0,0.0,0.0,0.657,positive,,,,
advocator,,0.677,-0.52,0.0,0.714,positive,,,,
adynamic,,-0.9,0.0,0.645,-1.0,negative,,,,
adze,,0.983,-0.72,0.0,0.598,positive,,,,
aedh,,0.85,-0.78,0.0,0.727,positive,,,,
aedicula,,-0.9,0.0,0.529,-0.69,negative,,,,
aedicule,,0.016,0.206,0.0,0.2,positive,,,,
aegae,,-0.87,0.0,0.599,-0.71,negative,,,,
aegir,,0.709,0.0,0.0,0.741,positive,,,,
aegle,,0.0,0.0,-0.84,-0.85,negative,,,,
aeolotropic,,-0.93,0.0,-0.7,0.0,negative,,,,
aequorea,,-0.92,0.0,0.734,-0.51,negative,,,,
aequorin,,-0.92,0.0,0.734,-0.51,negative,,,,
aerate,,0.0,0.0,0.0,-0.8,negative,,,,
aerator,,0.0,0.0,0.865,-0.95,negative,,,,
aerdy,,-0.77,0.0,0.914,-0.5,negative,,,,
aerial,,-0.96,0.0,0.939,-0.6,negative,,blue,,
aerialist,,-0.92,0.0,0.0,-0.93,negative,,,,
aerially,,-0.96,0.0,0.939,-0.6,negative,,,,
aerification,,-0.91,0.0,0.0,-0.8,negative,,,,
aeriform,,-0.96,0.0,0.939,-0.6,negative,,,,
aero,,-0.03,-0.05,0.046,-0.07,negative,,,,
aerobatic,,0.607,-0.99,0.0,0.847,positive,,,,
aerobee,,0.0,0.0,-0.82,-0.71,negative,,,,
aerobics,,0.0,0.823,0.0,0.0,positive,,,,
aerodrome,,0.0,0.142,0.0,0.095,positive,,,,
aerodynamic,,0.782,0.933,0.0,0.849,positive,,,,
aerodynamicist,,0.812,-0.56,0.0,0.748,positive,,,,
aeronaut,,0.818,0.0,0.0,0.836,positive,,,,
aeronautic,,-0.03,-0.05,0.046,-0.07,negative,,,,
aeronautical,,-0.03,-0.05,0.046,-0.07,negative,,,,
aeronautics,,,,,,,,blue,,
aeronomy,,0.0,0.0,0.944,0.781,positive,,,,
aerophobia,,0.0,-0.17,0.0,0.0,negative,,,,
aeroporti,,0.0,0.0,-0.89,-0.86,negative,,,,
aeroshell,,0.0,0.0,-0.89,-0.98,negative,,,,
aerosol,,0.0,0.073,-0.05,0.093,positive,,,,
aerosolization,,-0.6,0.0,0.992,-0.94,negative,,,,
aerosolize,,-0.6,0.0,0.992,-0.94,negative,,,,
aerospace,,-0.03,-0.05,0.046,-0.07,negative,,,,
aerostat,,-0.96,0.0,0.939,-0.6,negative,,,,
aerostatic,,0.0,0.0,-0.87,-0.76,negative,,,,
aerotolerant,,0.905,-0.65,0.0,0.851,positive,,,,
aeruginosa,,-0.99,0.0,0.987,-0.96,negative,,,,
aery,,-0.96,0.0,0.939,-0.6,negative,,,,
aesthesia,,0.696,-0.61,0.0,0.614,positive,,,,
aesthete,,0.814,-0.5,0.0,0.622,positive,,,,
aesthetic,,-0.98,0.0,0.0,-0.97,positive,,,,
aesthetical,,0.596,-0.64,0.0,0.945,positive,,,,
aesthetically,,0.737,-0.86,0.0,0.617,positive,,,,
aesthetician,,0.633,-0.5,0.0,0.59,positive,,,,
aestheticism,,-0.94,0.0,-0.93,0.0,negative,,,,
aestheticist,,0.93,-0.93,0.0,0.771,positive,,,,
aesthetics,joy,,,,,positive,,,,
aestivate,,-0.75,0.0,0.512,-0.75,negative,,,,
aestivation,,-0.75,0.0,0.512,-0.75,negative,,,,
aethiophysa,,-0.62,0.0,0.72,-0.51,negative,,,,
afeard,,-0.44,0.311,0.049,-0.39,negative,,,,
afebrile,,-0.95,0.0,0.854,-0.79,negative,,,,
affability,,0.0,0.0,0.0,0.66,positive,,,,weak
affable,,0.0,0.0,0.965,0.871,positive,,,,strong
affably,,0.896,0.0,0.0,0.0,positive,,,,weak
affair,,0.69,-0.99,0.0,0.609,positive,,grey,active,
affaire,,0.692,-0.99,0.0,0.614,positive,,,,
affect,,,,,,,,,active,weak
affectation,,-0.99,0.0,0.535,-0.72,positive,,,,weak
affected,,,,,,negative,-1,,,strong
affectedly,,-0.8,0.0,0.605,-0.76,negative,,,,
affectedness,,-0.98,0.0,0.532,-0.72,negative,,,,
affectingly,,0.552,0.681,-0.29,0.297,positive,,,,
affection,joy,0.0,0.0,-0.8,-0.78,positive,3,,,strong
affectional,,0.454,0.673,-0.26,0.243,positive,,,,
affectionate,,0.749,0.0,0.713,0.0,positive,3,,,strong
affectionately,,0.749,0.0,0.713,0.0,positive,,,,
affectionateness,,0.461,0.674,-0.26,0.247,positive,,,,
affective,,0.461,0.674,-0.26,0.247,positive,,,,
affectively,,0.0,0.0,0.928,0.946,positive,,,,
affectivity,,-0.64,0.0,0.574,-0.89,negative,,,,
afferent,,0.986,0.73,0.0,0.0,positive,,,,
affiance,,0.0,0.0,0.789,0.861,positive,,,,
affiche,,,,,,,,white,,
afficionado,,0.0,0.0,0.962,0.957,positive,,,,
affidavit,,0.0,0.0,-0.75,-0.79,negative,,,,
affiliate,,0.994,0.0,0.798,0.0,positive,,,active,
affiliated,,0.9,0.0,0.0,0.9,positive,,,,
affiliation,,0.7,-0.95,0.0,0.989,positive,,,,
affiliative,,-0.22,0.0,-0.2,-0.19,negative,,,,
affinal,,-0.73,0.0,0.0,-0.99,negative,,,,
affine,,-0.86,0.0,0.894,-0.72,negative,,,,
affinity,,-0.73,0.0,0.0,-0.99,positive,,,,weak
affirm,trust,,,,,positive,,,,strong
affirmable,,0.0,0.164,0.0,0.0,positive,,,,
affirmance,,-0.55,0.0,0.741,-0.76,negative,,,,
affirmation,,0.0,0.0,0.0,0.324,positive,,,,strong
affirmative,,0.593,0.64,-0.27,0.314,positive,,,,weak
affirmatively,trust,0.0,0.0,0.0,-0.66,positive,,,,
affirmativeness,,0.604,-0.57,0.0,0.935,positive,,,,
affirmatory,,0.572,0.668,-0.34,0.485,positive,,,,
affix,,0.725,0.0,0.755,0.0,positive,,,active,
affixation,,0.0,0.0,-0.71,0.0,negative,,,,
afflict,fear,-0.74,0.0,0.622,-0.86,negative,,,active,weak
afflicted,,,,,,negative,-1,,,
affliction,disgust,-1.0,0.0,0.0,0.0,negative,,,passive,weak
afflictive,,-0.76,0.0,-0.91,0.0,negative,,,,strong
affluence,joy,,,,,positive,,green,,weak
affluent,,0.0,0.0,0.767,0.762,positive,,green,,weak
afford,,-0.04,0.292,-0.1,0.173,positive,,green,,weak
affordability,,0.844,0.903,0.0,0.79,positive,,,,
affordable,,0.901,0.926,0.0,0.0,positive,,,,weak
affordably,,0.95,0.0,0.0,0.0,positive,,,,
afforest,,-0.73,0.0,0.59,-0.89,negative,,,,
affray,,0.0,0.0,-0.45,0.0,negative,,,,
affricate,,0.93,0.858,0.0,0.0,positive,,,,
affright,,-0.95,0.0,0.0,-0.79,negative,,,,
affront,anger,-0.92,0.0,0.699,-0.93,negative,,red,,strong
affronted,,,,,,negative,-1,,,
affusion,,0.762,-0.62,0.0,0.884,positive,,,,
aficionado,,0.0,0.0,0.962,0.957,positive,,,,
aficionados,,0.9,0.0,0.0,0.9,positive,,,,
afire,,-0.71,0.0,-0.76,0.0,negative,,,,
aflame,,0.655,0.635,-0.23,0.3,positive,,,,
aflatoxin,,-0.53,0.0,0.658,-0.61,negative,,,,
aflcio,,0.881,0.957,0.0,0.0,positive,,,,
afloat,,0.0,-0.33,0.0,0.0,positive,,,,weak
aflutter,,-0.92,0.0,0.0,-0.84,negative,,,,
afnorth,,0.0,0.202,-0.14,0.172,positive,,,,
afordable,,,,,,positive,,,,
afore,,0.902,0.0,0.742,0.0,positive,,,,
aforesaid,,0.802,0.0,0.935,0.0,positive,,,,
aforetime,,0.689,0.627,-0.23,0.315,positive,,,,
afoul,,-0.74,0.0,0.0,-0.76,negative,,,,
afraid,fear,-0.44,0.311,0.049,-0.39,negative,-2,,passive,strong
afraidness,,0.0,-0.66,0.0,0.0,negative,,,,
afresh,,,,,,,,white,,
afromontane,,-0.73,0.0,0.59,-0.89,negative,,,,
afscme,,0.881,0.957,0.0,0.0,positive,,,,
afsoc,,0.0,0.823,0.0,0.0,positive,,,,
after-thought,,-0.95,0.0,-1.0,0.0,negative,,,,
aftercare,,0.641,-0.78,0.0,0.721,positive,,,,
afterdamp,,0.0,-0.03,-0.05,-0.12,negative,,,,
afterdeck,,0.792,0.0,0.916,0.0,positive,,,,
aftergood,,0.608,-0.82,0.0,0.749,positive,,,,
afterimage,,0.0,0.0,0.0,0.446,positive,,,,
afterlife,,0.822,0.0,0.0,0.0,positive,,,,
aftermath,anger,0.0,0.0,-0.17,0.0,negative,,,,
afterparty,,0.9,0.0,0.0,0.0,positive,,,,
afterpiece,,0.894,-0.81,0.0,0.563,positive,,,,
aftershave,,0.0,0.0,0.0,0.17,positive,,,,
aftershock,,0.091,0.0,-0.04,0.108,positive,,,,
aftertaste,,,,,,negative,,,,
afterthought,,-0.94,0.0,-0.99,0.0,negative,,grey,,
afterword,,0.791,0.0,0.843,0.0,positive,,,,
aga,fear,0.964,0.756,0.0,0.0,positive,,,,
againe,,0.0,0.0,0.869,0.0,positive,,,,
against,,0.0,-0.98,-0.97,0.0,negative,,,,weak
agalactiae,,-0.98,0.0,-0.95,0.0,negative,,,,
agarose,,-0.04,0.069,0.0,0.075,positive,,,,
agate,,0.037,0.073,0.027,0.072,positive,,,,
agayne,,-0.65,0.0,0.973,-0.93,negative,,,,
agaynst,,-0.65,0.0,0.973,-0.93,negative,,,,
agba,,0.0,-0.03,0.057,-0.08,negative,,,,
age,,0.0,0.0,0.954,0.792,positive,,grey,,
age-old,,-0.51,0.0,0.642,-0.62,negative,,,,
ageism,,0.0,0.0,0.0,-0.83,negative,,,,
agelessness,,0.825,0.0,0.0,0.0,positive,,,,
agendum,,-0.87,0.0,0.0,-0.73,negative,,,,
agent,,0.932,-0.56,0.0,0.617,positive,,,,
agential,,-0.98,0.0,0.532,-0.72,negative,,,,
agglomerate,,-0.44,-0.13,-0.08,-0.4,negative,,,,
agglomeration,,-0.92,0.0,0.777,-0.51,negative,,,,
agglutinate,,0.018,-0.01,0.0,0.118,positive,,,,
agglutinative,,0.018,-0.01,0.0,0.118,positive,,,,
aggradation,,-0.97,0.0,0.752,-0.83,negative,,,,
aggrandize,,0.54,-0.97,0.0,0.569,positive,,,,
aggrandizement,,0.855,0.0,0.889,0.0,positive,,,,
aggravate,,-0.12,0.069,0.703,-0.67,negative,-2,,active,strong
aggravated,anger,-0.13,0.07,0.695,-0.67,negative,-2,,,
aggravates,,,,,,negative,-2,,,
aggravating,anger,-0.78,-0.84,0.0,0.0,negative,-2,,,strong
aggravation,anger,-0.13,0.0,0.703,-0.72,negative,,red,active,strong
aggravator,,0.0,0.0,-0.33,0.0,negative,,,,
aggregate,,0.072,0.219,-0.07,0.285,positive,,,,
aggregation,,0.0,0.0,0.952,0.78,positive,,,,
aggregator,,0.0,0.0,0.952,0.78,positive,,,,
aggression,anger,-0.06,0.128,0.707,-0.67,negative,-2,,active,strong
aggressions,,,,,,negative,-2,,,
aggressive,anger,0.0,0.0,-0.85,-0.93,negative,-2,red,active,strong
aggressively,,-0.94,0.0,-0.8,0.0,negative,,,,
aggressiveness,,0.0,0.142,0.714,-0.67,negative,,,active,strong
aggressivity,,-0.92,0.0,0.546,-0.52,negative,,,,
aggressor,anger,-0.75,0.0,0.981,-0.58,negative,,,,strong
aggrieve,,-0.74,0.0,0.618,-0.87,negative,,,active,strong
aggrieved,,,,,,negative,,,,strong
aggrievedness,,-1.0,0.0,0.0,0.0,negative,,,,
aggrivation,,,,,,negative,,,,
aghast,disgust,0.968,0.0,0.757,0.0,negative,-2,,,strong
aghastness,,0.0,-1.0,0.0,0.0,negative,,,,
agile,,0.0,0.715,0.0,0.764,positive,,,,weak
agilely,,0.962,0.975,0.0,0.0,positive,,,,weak
agility,,0.69,0.626,-0.23,0.317,positive,,,,weak
agio,,0.0,0.0,0.0,0.824,positive,,,,
agiotage,,0.0,0.0,0.0,0.824,positive,,,,
agitate,,-0.79,0.0,0.986,-0.76,negative,,,active,strong
agitated,anger,-0.79,0.0,0.988,-0.77,negative,,,,strong
agitatedly,,0.0,0.0,-0.17,0.0,negative,,,,
agitation,anger,0.0,-0.33,0.0,0.0,negative,,,active,strong
agitative,,0.874,0.922,0.0,0.0,positive,,,,
agitator,,-0.98,0.0,0.0,-0.97,negative,,,,strong
